Company,TypeName,Inches,Ram,OpSys,Weight,SSD,HDD,Flash,Hybrid,Cpu_Brand,Cpu_Model,Cpu_ClockSpeed,Gpu_Brand,Gpu_Series,Gpu_Model,ScreenType,ScreenWidth,Touchscreen,Price
Lenovo,Notebook,15.6,8,No OS,2.2,256,0,0,0,Intel,Core i3,2.0,Nvidia,GeForce,920MX,Other,1366,False,26586.72
HP,Notebook,15.6,8,Windows,2.04,0,2048,0,0,Intel,Other,1.6,Intel,HD,Other,Other,1366,False,20725.92
Dell,Notebook,17.3,8,Windows,2.8,128,1024,0,0,Intel,Core i5,1.6,AMD,Radeon,530,Standard Display,1920,False,57808.8
Lenovo,Gaming,15.6,8,No OS,2.4,128,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,IPS Display,1920,False,43103.52
Dell,Notebook,15.6,8,Windows,2.33,256,0,0,0,Intel,Core i7,2.7,AMD,Radeon,R7 M445,Standard Display,1920,False,47898.72
HP,Ultrabook,14.0,8,Windows,1.36,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,False,93240.0
Asus,2 in 1 Convertible,15.6,12,Windows,2.26,512,2048,0,0,Intel,Core i7,2.7,Nvidia,GeForce,Other,Standard Display,1920,True,58554.72
Acer,Notebook,15.6,4,Windows,2.1,128,0,0,0,AMD,Other,3.0,AMD,Radeon,R5,Other,1366,False,22697.28
Asus,Gaming,17.3,16,Windows,3.25,256,1024,0,0,AMD,Other,3.0,AMD,Radeon,Other,IPS Display,1920,False,117162.72
Lenovo,Notebook,17.3,4,Windows,2.6,128,0,0,0,AMD,Other,2.2,AMD,Radeon,R5,Other,1600,False,26053.92
Dell,2 in 1 Convertible,13.3,8,Windows,1.62,256,0,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,Standard Display,1920,True,46300.85279999999
HP,Notebook,15.6,4,Windows,1.91,256,0,0,0,AMD,Other,3.0,AMD,Radeon,R5,Standard Display,1920,False,26053.3872
Lenovo,Netbook,11.6,4,Windows,1.59,128,0,0,0,Intel,Other,1.1,Intel,HD,Graphics 500,IPS Display,1366,False,29463.84
Dell,Notebook,15.6,4,Windows,1.8,0,500,0,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics 400,Other,1366,False,16463.52
Asus,Notebook,14.0,4,Windows,1.5,0,0,32,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1366,False,15238.08
Acer,Notebook,15.6,8,Linux,2.4,0,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,45074.88
HP,Gaming,17.3,8,Windows,3.35,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,IPS Display,1920,False,63456.48
Lenovo,Notebook,15.6,4,No OS,1.85,128,0,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Standard Display,1920,False,21498.48
Asus,Gaming,15.6,8,Windows,2.3,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,IPS Display,1920,False,88178.4
Lenovo,Notebook,14.0,8,Windows,1.5,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,940MX,IPS Display,1920,False,58554.72
Asus,Ultrabook,13.3,16,Windows,1.1,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,True,93181.392
Lenovo,Ultrabook,14.0,8,Windows,1.13,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,2560,False,121584.96
Lenovo,Notebook,13.3,4,Windows,1.5,128,0,0,0,Intel,Core i3,2.4,Intel,HD,Graphics 620,IPS Display,1920,False,29250.72
Dell,Workstation,15.6,8,Windows,2.23,0,500,0,0,Intel,Core i5,2.6,AMD,FirePro,Other,Standard Display,1920,False,72940.31999999999
Dell,Workstation,15.6,8,Windows,2.0,256,0,0,0,Intel,Core i7,2.7,Nvidia,Quadro,Other,IPS Display,1920,False,113752.8
Lenovo,2 in 1 Convertible,14.0,16,Windows,1.42,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Touchscreen Display,2560,True,133679.52
Asus,Gaming,17.3,8,Windows,3.0,0,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,55357.92
Asus,Gaming,17.3,16,Windows,3.0,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050 Ti,Standard Display,1920,False,84768.48
Acer,Notebook,15.6,12,Windows,2.2,0,1024,0,0,Intel,Core i5,1.6,Nvidia,GeForce,Other,IPS Display,1366,False,36975.7872
MSI,Gaming,17.3,8,Windows,2.7,256,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050 Ti,Standard Display,1920,False,71874.72
Dell,Notebook,15.6,8,Linux,2.33,256,0,0,0,Intel,Core i7,2.7,AMD,Radeon,R7 M445,Standard Display,1920,False,41498.1936
HP,Ultrabook,15.6,4,Windows,1.91,256,0,0,0,AMD,Other,3.0,AMD,Radeon,520,Standard Display,1920,False,26586.72
Lenovo,Notebook,15.6,8,Windows,2.1,256,0,0,0,Intel,Core i7,1.8,AMD,Radeon,Other,IPS Display,1920,False,65510.9568
Lenovo,Notebook,14.0,8,Windows,1.9,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,49976.64
Dell,Workstation,15.6,8,Windows,1.78,256,0,0,0,Intel,Core i7,2.8,Nvidia,Quadro,Other,Touchscreen Display,3840,True,144495.36
Lenovo,Ultrabook,14.0,16,Windows,1.13,1024,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,2560,False,139860.0
Lenovo,Notebook,15.6,4,Windows,2.2,0,1024,0,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1366,False,16303.68
Asus,Gaming,17.3,16,Windows,2.9,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,81465.12
Lenovo,Notebook,15.6,8,Windows,2.1,256,1024,0,0,Intel,Core i5,1.6,AMD,Radeon,Other,IPS Display,1920,False,60978.96
Acer,Notebook,15.6,8,Linux,2.5,256,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,46833.12
MSI,Gaming,17.3,16,Windows,2.8,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1070,Standard Display,1920,False,119826.72
Asus,Ultrabook,14.0,8,Windows,1.1,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,99793.44
Toshiba,Ultrabook,13.3,16,Windows,1.2,512,0,0,0,Intel,Core i7,2.5,Intel,HD,Graphics 520,Standard Display,1920,False,93080.16
Dell,Ultrabook,14.0,8,Windows,1.36,512,0,0,0,Intel,Core i7,2.8,Intel,HD,Graphics,Standard Display,1920,False,89510.4
Lenovo,Notebook,15.6,4,Windows,2.2,0,500,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Standard Display,1920,False,21791.52
Lenovo,Notebook,11.6,2,Windows,1.15,0,0,32,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1366,False,16221.096
Lenovo,Workstation,15.6,8,Windows,2.67,512,0,0,0,Intel,Core i7,2.8,Nvidia,Quadro,Other,Standard Display,1920,False,102564.0
Lenovo,Ultrabook,14.0,8,Windows,1.7,512,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,Other,IPS Display,2560,False,103523.04
HP,Notebook,15.6,4,Windows,2.1,0,1024,0,0,Intel,Core i3,2.0,AMD,Radeon,520,Standard Display,1920,False,24988.32
Acer,2 in 1 Convertible,13.3,8,Windows,1.6,256,0,0,0,Intel,Core i7,2.5,Intel,HD,Graphics 520,IPS Display,1920,True,42038.4528
Asus,2 in 1 Convertible,13.3,8,Windows,1.27,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,True,49443.84
Dell,Notebook,15.6,4,Linux,2.3,256,0,0,0,Intel,Core i5,2.5,AMD,Radeon,R5 M430,Standard Display,1920,False,31909.392
Dell,Notebook,13.3,4,Windows,1.65,128,0,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,36709.92
HP,Ultrabook,14.0,8,Windows,1.43,256,0,0,0,Intel,Core i7,2.5,Intel,HD,Graphics 520,Standard Display,1920,False,79920.0
Dell,Notebook,15.6,8,Windows,2.14,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,28768.536
Lenovo,Ultrabook,14.0,8,Windows,1.75,256,0,0,0,Intel,Core i7,1.8,AMD,Radeon,Other,IPS Display,1920,False,64755.44640000001
Lenovo,2 in 1 Convertible,15.6,16,Windows,2.0,512,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,IPS Display,3840,True,101178.72
Chuwi,Notebook,12.3,6,Windows,1.4,0,0,64,0,Intel,Other,1.1,Intel,HD,Graphics 500,IPS Display,2736,False,23922.72
HP,Notebook,15.6,8,Windows,2.31,256,0,0,0,Intel,Core i7,2.9,Intel,HD,Other,Standard Display,1920,False,76030.56
Asus,Notebook,15.6,8,Linux,2.3,0,1024,0,0,Intel,Core i3,2.4,Nvidia,GeForce,940MX,Standard Display,1920,False,31808.16
Dell,Gaming,17.3,16,Windows,4.42,256,1024,0,0,Intel,Core i7,2.9,Nvidia,GeForce,GTX 1070,IPS Display,2560,False,149130.72
Dell,Gaming,15.6,8,Windows,2.62,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050 Ti,IPS Display,1920,False,61751.52
Dell,Notebook,15.6,8,Windows,2.02,256,2048,0,0,Intel,Core i7,1.8,AMD,Radeon,530,Standard Display,1920,False,60867.072
Dell,Ultrabook,14.0,8,Linux,1.6,256,0,0,0,Intel,Core i7,2.8,Intel,HD,Graphics 620,Standard Display,1920,False,58554.72
HP,Gaming,17.3,12,Windows,3.35,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1070,Standard Display,1920,False,106506.72
Mediacom,2 in 1 Convertible,11.6,4,Windows,1.16,32,0,0,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,IPS Display,1920,True,15930.72
Samsung,Netbook,11.6,4,Chrome OS,1.15,0,0,16,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics 400,Other,1366,False,14332.32
Lenovo,Notebook,13.3,8,Windows,1.4,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,False,53812.8
Lenovo,Notebook,14.0,4,Windows,1.7,128,0,0,0,Intel,Core i3,2.7,Intel,HD,Graphics 620,IPS Display,1920,False,31914.72
Lenovo,Workstation,15.6,16,Windows,2.3,512,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,940MX,IPS Display,3840,False,130269.6
Lenovo,Notebook,15.6,16,Windows,2.5,512,0,0,0,Intel,Core i7,2.9,Nvidia,Quadro,Other,Standard Display,1920,False,130482.72
Asus,Gaming,17.3,8,Windows,3.2,256,1024,0,0,AMD,Other,3.2,AMD,Radeon,Other,Standard Display,1920,False,90309.6
HP,Notebook,15.6,4,Windows,2.1,0,500,0,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics 400,Other,1366,False,18488.16
Google,Ultrabook,12.3,16,Chrome OS,1.1,512,0,0,0,Intel,Core i7,1.3,Intel,HD,Graphics 615,Touchscreen Display,2400,True,117162.72
Lenovo,Ultrabook,14.0,24,Windows,1.32,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Other,2560,False,126912.96
Asus,Notebook,15.6,4,Linux,2.0,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,29783.52
Lenovo,Notebook,17.3,8,Windows,2.8,0,1024,0,0,AMD,Other,2.5,AMD,Radeon,Other,Other,1600,False,27652.32
Dell,Notebook,15.6,4,Windows,2.2,256,0,0,0,Intel,Core i5,1.6,AMD,Radeon,530,Standard Display,1920,False,39906.72
Lenovo,Ultrabook,12.5,8,Windows,1.36,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,76137.12
Lenovo,Notebook,15.6,4,Windows,2.2,128,0,0,0,Intel,Other,1.1,Intel,HD,Graphics 505,Standard Display,1920,False,18594.72
HP,Gaming,15.6,8,Windows,2.2,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,IPS Display,1920,False,58554.72
Dell,Notebook,14.0,8,Windows,1.64,256,0,0,0,Intel,Core i5,2.8,Nvidia,GeForce,930MX,Standard Display,1920,False,62817.12
Acer,Notebook,15.6,4,Linux,2.4,0,500,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,23539.104
Dell,Workstation,15.6,8,Windows,2.23,0,1024,64,0,Intel,Other,3.0,Nvidia,Quadro,Other,Standard Display,1920,False,106187.04
MSI,Gaming,15.6,8,Windows,2.2,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,54757.9872
Microsoft,Ultrabook,13.5,16,Windows,1.25,512,0,0,0,Intel,Core i7,2.5,Intel,Iris,Other,Touchscreen Display,2256,True,137941.91999999998
HP,Notebook,15.6,8,Windows,1.91,128,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,31381.92
Dell,Workstation,15.6,16,Windows,2.17,256,0,0,0,Intel,Core i7,2.7,Nvidia,Quadro,Other,IPS Display,1920,False,105228.0
HP,Workstation,15.6,8,Windows,2.31,512,0,0,0,Intel,Core i7,2.9,Intel,HD,Graphics 620,IPS Display,1920,False,81731.52
Lenovo,Notebook,14.0,8,Windows,1.65,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,71661.59999999999
Dell,Notebook,15.6,8,Windows,2.36,128,1024,0,0,Intel,Core i7,1.8,AMD,Radeon,530,Standard Display,1920,False,52161.12
Dell,2 in 1 Convertible,11.6,4,Windows,1.47,0,500,0,0,Intel,Other,1.6,Intel,HD,Other,Touchscreen Display,1366,True,25521.12
Dell,Notebook,17.3,8,Windows,4.42,0,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,GTX 1060,IPS Display,1920,False,109010.88
Microsoft,Ultrabook,13.5,4,Windows,1.252,128,0,0,0,Intel,Other,2.2,Intel,HD,Graphics 615,Touchscreen Display,2256,True,52693.92
Microsoft,Ultrabook,13.5,8,Windows,1.25,256,0,0,0,Intel,Core i7,2.5,Intel,Iris,Other,Touchscreen Display,2256,True,95850.72
HP,Notebook,17.3,8,Windows,2.5,256,0,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1600,False,34093.872
Acer,Notebook,15.6,4,Windows,2.23,0,1024,0,0,Intel,Core i3,2.0,Nvidia,GeForce,940MX,Standard Display,1920,False,28984.32
Acer,Netbook,11.6,4,Windows,1.4,128,0,0,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics 400,Other,1366,False,23176.8
Asus,Notebook,15.6,8,Windows,2.37,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,39906.72
Lenovo,Notebook,14.0,8,No OS,1.5,512,0,0,0,Intel,Core i7,2.7,AMD,Radeon,Other,IPS Display,1920,False,42570.72
Lenovo,Notebook,15.6,8,Windows,2.67,256,0,0,0,Intel,Core i7,2.9,Nvidia,Quadro,Other,Standard Display,1920,False,111355.2
Asus,Notebook,15.6,4,Windows,2.0,0,500,0,0,Intel,Other,1.1,Intel,HD,Graphics 500,Other,1366,False,16197.12
Acer,Notebook,15.6,4,Windows,2.2,0,500,0,0,Intel,Core i3,2.0,Nvidia,GeForce,Other,Other,1366,False,24988.32
Dell,Notebook,15.6,8,Windows,2.02,0,2048,0,0,Intel,Core i5,1.6,AMD,Radeon,530,Standard Display,1920,False,40439.52
HP,Gaming,17.3,12,Windows,3.78,0,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,IPS Display,1920,False,90522.72
Lenovo,Ultrabook,14.0,12,Windows,1.4,256,0,0,0,Intel,Core i7,2.6,Intel,HD,Graphics 520,IPS Display,2560,False,98994.24
HP,2 in 1 Convertible,13.3,8,Windows,1.29,512,0,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,IPS Display,3840,True,106506.72
HP,Notebook,15.6,8,Windows,1.9,0,500,0,0,Intel,Core i5,2.5,AMD,FirePro,Other,Standard Display,1920,False,61485.12
Google,Ultrabook,12.3,8,Chrome OS,1.1,128,0,0,0,Intel,Core i5,1.2,Intel,HD,Graphics 615,Touchscreen Display,2400,True,67932.0
Dell,Ultrabook,13.3,8,Windows,1.42,256,0,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,Standard Display,1920,True,98133.768
Asus,Notebook,15.6,12,Windows,2.06,128,1024,0,0,Intel,Core i7,2.6,Intel,HD,Other,IPS Display,3840,False,69210.72
Dell,Notebook,14.0,8,Windows,1.79,128,0,0,0,Intel,Core i3,2.3,Intel,HD,Graphics 520,Other,1366,False,39427.2
Dell,Workstation,15.6,8,Windows,1.78,256,0,0,0,Intel,Core i7,2.8,Nvidia,Quadro,Other,Standard Display,1920,False,128298.24
Lenovo,Notebook,14.0,8,Windows,1.7,180,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,72673.92
Dell,Notebook,15.6,8,Windows,2.2,0,1024,0,0,Intel,Core i5,1.6,AMD,Radeon,520,Standard Display,1920,False,35964.0
Toshiba,Notebook,13.3,8,Windows,1.05,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,89084.16
Dell,Notebook,15.6,8,Windows,2.16,512,0,0,0,Intel,Core i7,1.8,Nvidia,GeForce,940MX,IPS Display,1920,False,67239.36
Dell,Notebook,15.6,4,Windows,2.18,0,1024,0,0,Intel,Core i3,2.4,Intel,HD,Graphics 620,Other,1366,False,31254.048
HP,Notebook,13.3,4,Windows,1.49,128,0,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,IPS Display,1920,False,38681.28
Chuwi,Notebook,15.6,4,Windows,1.89,0,0,64,0,Intel,Other,1.44,Intel,HD,Graphics,Standard Display,1920,False,13261.392000000002
Lenovo,Notebook,15.6,4,Windows,2.3,128,0,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,30103.2
Lenovo,Notebook,14.0,8,Windows,1.75,256,0,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,IPS Display,1920,False,55890.72
Dell,Workstation,15.6,16,Windows,2.17,512,0,0,0,Intel,Core i7,2.7,Nvidia,Quadro,Other,IPS Display,1920,False,124568.64
Dell,Notebook,15.6,16,Windows,2.06,512,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,101178.72
Lenovo,Ultrabook,12.5,16,Windows,1.36,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,False,95797.44
Asus,Ultrabook,12.5,16,Windows,0.91,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,103896.0
Lenovo,Notebook,15.6,8,Windows,2.3,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,940MX,IPS Display,1920,False,53918.82719999999
Toshiba,Ultrabook,13.3,32,Windows,1.05,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,True,149130.72
Asus,Gaming,15.6,8,Windows,1.99,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,71928.0
Acer,Notebook,15.6,8,Windows,2.2,0,1024,0,0,AMD,Other,2.5,AMD,Radeon,Other,Other,1366,False,30849.12
Asus,Gaming,17.3,24,Windows,4.33,256,1024,0,0,Intel,Core i7,2.6,Nvidia,GeForce,Other,IPS Display,1920,True,67612.31999999999
Lenovo,Ultrabook,12.5,8,Windows,1.3,180,0,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,IPS Display,1366,False,58554.72
Lenovo,Notebook,15.6,8,Windows,2.17,256,0,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,Standard Display,1920,False,47893.39199999999
HP,Notebook,14.0,8,Windows,1.48,1024,0,0,0,Intel,Core i7,2.8,Intel,HD,Graphics 620,Standard Display,1920,False,93186.72
Lenovo,Notebook,13.3,8,Windows,1.4,256,0,0,0,Intel,Core i3,2.4,Intel,HD,Graphics 620,IPS Display,1920,False,50562.72
Lenovo,Notebook,15.6,8,Windows,2.3,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,48538.08
Asus,Netbook,11.6,4,Windows,1.2,0,0,64,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1366,False,18115.2
HP,Notebook,15.6,8,Windows,1.91,256,0,0,0,Intel,Core i5,2.5,AMD,Radeon,520,Other,1366,False,32979.7872
Lenovo,2 in 1 Convertible,13.9,8,Windows,1.4,256,0,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,IPS Display,1920,True,85194.72
Lenovo,Notebook,14.0,4,Windows,2.1,0,500,0,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1366,False,15930.72
Lenovo,Netbook,11.6,4,Chrome OS,1.25,16,0,0,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics 400,Other,1366,False,14119.2
Lenovo,Notebook,13.3,8,Windows,1.44,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,50562.72
Asus,Notebook,15.6,8,Windows,2.0,256,1024,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,65214.72
Acer,Notebook,15.6,4,Windows,2.2,0,1024,0,0,Intel,Core i5,1.6,Nvidia,GeForce,MX150,IPS Display,1920,False,32660.64
HP,Ultrabook,13.3,8,Windows,1.34,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,False,70489.44
Lenovo,Gaming,15.6,8,No OS,2.4,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,IPS Display,1920,False,61218.72
Dell,Ultrabook,13.3,8,Windows,1.29,128,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,True,47898.72
Acer,Notebook,15.6,4,Windows,2.2,0,500,0,0,Intel,Core i7,2.7,Nvidia,GeForce,940MX,Standard Display,1920,False,34045.92
Dell,Notebook,15.6,8,Windows,2.18,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,44542.08
Dell,Notebook,15.6,16,Windows,2.2,256,2048,0,0,Intel,Core i7,1.8,AMD,Radeon,530,Standard Display,1920,False,64961.10719999999
Xiaomi,Notebook,15.6,16,No OS,1.95,256,0,0,0,Intel,Core i7,1.8,Nvidia,GeForce,MX150,IPS Display,1920,False,74589.336
Asus,Netbook,11.6,2,Windows,1.1,0,0,32,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1366,False,13053.6
HP,Notebook,15.6,4,Windows,2.04,0,1024,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,Touchscreen Display,1366,True,27783.9216
Asus,Gaming,15.6,24,Windows,2.24,512,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,Other,Standard Display,1920,False,158135.04
HP,Notebook,15.6,8,Windows,2.04,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,930MX,Standard Display,1920,False,47365.92
Asus,Gaming,17.3,16,Windows,3.0,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,Other,Standard Display,1920,False,80133.12
Lenovo,Gaming,15.6,8,Windows,3.2,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,IPS Display,1920,False,74538.72
HP,Ultrabook,13.3,8,Windows,1.32,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,False,74538.72
Dell,Notebook,14.0,8,Windows,1.64,256,0,0,0,Intel,Core i5,2.6,Intel,HD,Graphics 620,Standard Display,1920,False,68184.0144
HP,Notebook,15.6,4,Windows,1.63,128,0,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,36709.92
Dell,Notebook,17.3,8,Linux,2.8,128,1024,0,0,Intel,Core i5,1.6,AMD,Radeon,530,IPS Display,1920,False,47365.92
Lenovo,Notebook,14.0,8,Windows,2.02,256,0,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Standard Display,1920,False,71395.2
Lenovo,Notebook,15.6,4,Windows,2.2,0,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,920MX,Standard Display,1920,False,42570.72
Lenovo,Notebook,15.6,8,No OS,2.2,0,2048,0,0,Intel,Core i3,2.0,Nvidia,GeForce,920MX,Other,1366,False,24455.52
Dell,Notebook,15.6,4,Windows,2.3,0,500,0,0,Intel,Core i5,2.5,AMD,Radeon,R5 M430,Standard Display,1920,False,31168.8
Dell,Notebook,15.6,8,Windows,1.9,256,0,0,0,Intel,Core i5,2.8,Intel,HD,Graphics 620,Standard Display,1920,False,73366.56
Dell,Gaming,17.3,16,Windows,4.42,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1070,IPS Display,1920,False,160520.3856
Toshiba,Notebook,15.6,8,Windows,2.0,0,500,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,45820.8
Asus,Notebook,15.6,8,Windows,2.0,256,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,GTX 960M,IPS Display,3840,False,69210.72
Mediacom,Notebook,13.3,4,Windows,1.2,32,0,0,0,Intel,Other,1.1,Intel,HD,Graphics 500,IPS Display,1920,False,19660.32
Asus,Gaming,15.6,8,Windows,2.3,128,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1060,IPS Display,1920,False,87858.72
Dell,Notebook,15.6,8,Windows,1.93,256,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,930MX,Standard Display,1920,False,72940.31999999999
Dell,Notebook,15.6,8,Windows,2.2,256,0,0,0,Intel,Core i5,1.6,AMD,Radeon,530,Standard Display,1920,False,42486.0048
HP,Notebook,15.6,4,Windows,1.86,256,0,0,0,Intel,Other,1.6,Intel,HD,Other,Standard Display,1920,False,21258.1872
HP,Gaming,17.3,12,Windows,2.62,0,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,Standard Display,1920,False,95850.72
Lenovo,Notebook,14.0,8,Windows,1.87,256,0,0,0,Intel,Core i7,2.7,Nvidia,GeForce,940MX,IPS Display,1920,False,45767.52
Dell,Ultrabook,13.3,8,Windows,1.2,256,0,0,0,Intel,Core i7,1.8,Intel,UHD,Graphics 620,Touchscreen Display,3200,True,74538.72
Dell,Notebook,14.0,4,Windows,1.6,128,0,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Standard Display,1920,False,39207.1536
HP,Ultrabook,13.3,8,Windows,1.34,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,3200,False,61005.6
Acer,Gaming,15.6,8,Linux,2.4,0,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,42517.44
Asus,Notebook,15.6,4,Windows,2.0,0,500,0,0,AMD,Other,1.8,AMD,Radeon,Other,Other,1366,False,18594.72
HP,Notebook,15.6,4,Windows,2.1,128,0,0,0,Intel,Core i3,2.4,Intel,HD,Graphics 620,Standard Display,1920,False,37589.04
